id_pais,nombre,continente,enlace_bandera_pais,enlace_pais
159,Sudáfrica,África,https://tmssl.akamaized.net/images/flagge/medium/159.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/159
173,Túnez,África,https://tmssl.akamaized.net/images/flagge/medium/173.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/173
12,Australia,Asia/Oceanía,https://tmssl.akamaized.net/images/flagge/medium/12.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/12
153,Singapur,Asia/Oceanía,https://tmssl.akamaized.net/images/flagge/medium/153.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/153
218,Hong Kong,Asia/Oceanía,https://tmssl.akamaized.net/images/flagge/medium/218.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/218
167,Tailandia,Asia/Oceanía,https://tmssl.akamaized.net/images/flagge/medium/167.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/167
116,Myanmar,Asia/Oceanía,https://tmssl.akamaized.net/images/flagge/medium/116.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/116
48,Fiji,Asia/Oceanía,https://tmssl.akamaized.net/images/flagge/medium/48.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/48
164,Taiwan,Asia/Oceanía,https://tmssl.akamaized.net/images/flagge/medium/164.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/164
24,Bosnia y Herzegovina,Europa,https://tmssl.akamaized.net/images/flagge/medium/24.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/24
155,Eslovenia,Europa,https://tmssl.akamaized.net/images/flagge/medium/155.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/155
99,Luxemburgo,Europa,https://tmssl.akamaized.net/images/flagge/medium/99.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/99
122,Holanda,Europa,https://tmssl.akamaized.net/images/flagge/medium/122.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/122
140,Rumanía,Europa,https://tmssl.akamaized.net/images/flagge/medium/140.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/140
40,Alemania,Europa,https://tmssl.akamaized.net/images/flagge/medium/40.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/40
136,Portugal,Europa,https://tmssl.akamaized.net/images/flagge/medium/136.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/136
75,Italia,Europa,https://tmssl.akamaized.net/images/flagge/medium/75.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/75
56,Grecia,Europa,https://tmssl.akamaized.net/images/flagge/medium/56.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/56
28,Bulgaria,Europa,https://tmssl.akamaized.net/images/flagge/medium/28.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/28
39,Dinamarca,Europa,https://tmssl.akamaized.net/images/flagge/medium/39.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/39
147,Suecia,Europa,https://tmssl.akamaized.net/images/flagge/medium/147.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/147
192,Irlanda del Norte,Europa,https://tmssl.akamaized.net/images/flagge/medium/192.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/192
190,Escocia,Europa,https://tmssl.akamaized.net/images/flagge/medium/190.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/190
125,Noruega,Europa,https://tmssl.akamaized.net/images/flagge/medium/125.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/125
92,Letonia,Europa,https://tmssl.akamaized.net/images/flagge/medium/92.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/92
53,Georgia,Europa,https://tmssl.akamaized.net/images/flagge/medium/53.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/53
208,Islas feroe,Europa,https://tmssl.akamaized.net/images/flagge/medium/208.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/208
10,Armenia,Europa,https://tmssl.akamaized.net/images/flagge/medium/10.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/10
13,Azerbaiyán,Europa,https://tmssl.akamaized.net/images/flagge/medium/13.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/13
112,Moldova,Europa,https://tmssl.akamaized.net/images/flagge/medium/112.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/112
81,Kazajistán,Europa,https://tmssl.akamaized.net/images/flagge/medium/81.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/81
97,Liechtenstein,Europa,https://tmssl.akamaized.net/images/flagge/medium/97.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/97
107,Marruecos,África,https://tmssl.akamaized.net/images/flagge/medium/107.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/107
6,Angola,África,https://tmssl.akamaized.net/images/flagge/medium/6.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/6
77,Japón,Asia/Oceanía,https://tmssl.akamaized.net/images/flagge/medium/77.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/77
87,Corea del Sur,Asia/Oceanía,https://tmssl.akamaized.net/images/flagge/medium/87.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/87
71,Irán,Asia/Oceanía,https://tmssl.akamaized.net/images/flagge/medium/71.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/71
26,Brasil,América,https://tmssl.akamaized.net/images/flagge/medium/26.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/26
33,Chile,América,https://tmssl.akamaized.net/images/flagge/medium/33.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/33
179,Uruguay,América,https://tmssl.akamaized.net/images/flagge/medium/179.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/179
36,Costa Rica,América,https://tmssl.akamaized.net/images/flagge/medium/36.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/36
132,Paraguay,América,https://tmssl.akamaized.net/images/flagge/medium/132.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/132
45,El Salvador,América,https://tmssl.akamaized.net/images/flagge/medium/45.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/45
134,Filipinas,Asia/Oceanía,https://tmssl.akamaized.net/images/flagge/medium/134.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/134
67,India,Asia/Oceanía,https://tmssl.akamaized.net/images/flagge/medium/67.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/67
183,Selección de Fútbol de los Emiratos Árabes Unidos,Asia/Oceanía,https://tmssl.akamaized.net/images/flagge/medium/183.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/183
180,Uzbekistán,Asia/Oceanía,https://tmssl.akamaized.net/images/flagge/medium/180.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/180
103,Malasia,Asia/Oceanía,https://tmssl.akamaized.net/images/flagge/medium/103.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/103
185,Vietnam,Asia/Oceanía,https://tmssl.akamaized.net/images/flagge/medium/185.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/185
90,Kirgistan,Asia/Oceanía,https://tmssl.akamaized.net/images/flagge/medium/90.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/90
83,Colombia,América,https://tmssl.akamaized.net/images/flagge/medium/83.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/83
44,Ecuador,América,https://tmssl.akamaized.net/images/flagge/medium/44.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/44
58,Guatemala,América,https://tmssl.akamaized.net/images/flagge/medium/58.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/58
130,Panama,América,https://tmssl.akamaized.net/images/flagge/medium/130.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/130
76,Jamaika,América,https://tmssl.akamaized.net/images/flagge/medium/76.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/76
37,Croacia,Europa,https://tmssl.akamaized.net/images/flagge/medium/37.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/37
215,Serbia,Europa,https://tmssl.akamaized.net/images/flagge/medium/215.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/215
178,Hungría,Europa,https://tmssl.akamaized.net/images/flagge/medium/178.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/178
19,Bélgica,Europa,https://tmssl.akamaized.net/images/flagge/medium/19.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/19
148,Suiza,Europa,https://tmssl.akamaized.net/images/flagge/medium/148.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/148
127,Austria,Europa,https://tmssl.akamaized.net/images/flagge/medium/127.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/127
50,Francia,Europa,https://tmssl.akamaized.net/images/flagge/medium/50.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/50
74,Israel,Europa,https://tmssl.akamaized.net/images/flagge/medium/74.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/74
174,Turquía,Europa,https://tmssl.akamaized.net/images/flagge/medium/174.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/174
141,Rusia,Europa,https://tmssl.akamaized.net/images/flagge/medium/141.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/141
72,Irlanda,Europa,https://tmssl.akamaized.net/images/flagge/medium/72.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/72
49,Finlandia,Europa,https://tmssl.akamaized.net/images/flagge/medium/49.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/49
3,Albania,Europa,https://tmssl.akamaized.net/images/flagge/medium/3.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/3
188,Chipre,Europa,https://tmssl.akamaized.net/images/flagge/medium/188.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/188
47,Estonia,Europa,https://tmssl.akamaized.net/images/flagge/medium/47.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/47
18,Bielorrusia,Europa,https://tmssl.akamaized.net/images/flagge/medium/18.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/18
154,Eslovaquia,Europa,https://tmssl.akamaized.net/images/flagge/medium/154.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/154
106,Malta,Europa,https://tmssl.akamaized.net/images/flagge/medium/106.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/106
244,Kosovo,Europa,https://tmssl.akamaized.net/images/flagge/medium/244.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/244
MNE1,Montenegro,Europa,https://tmssl.akamaized.net/images/flagge/medium/MNE1.png?lm=1520611569,/prva-crnogorska-liga/startseite/wettbewerb/MNE1
266,Gibraltar,Europa,https://tmssl.akamaized.net/images/flagge/medium/266.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/266
146,Arabia Saudita,Asia/Oceanía,https://tmssl.akamaized.net/images/flagge/medium/146.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/146
120,Nueva Zelanda,Asia/Oceanía,https://tmssl.akamaized.net/images/flagge/medium/120.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/120
34,China,Asia/Oceanía,https://tmssl.akamaized.net/images/flagge/medium/34.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/34
137,Qatar,Asia/Oceanía,https://tmssl.akamaized.net/images/flagge/medium/137.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/137
94,Líbano,Asia/Oceanía,https://tmssl.akamaized.net/images/flagge/medium/94.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/94
68,Indonesia,Asia/Oceanía,https://tmssl.akamaized.net/images/flagge/medium/68.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/68
91,Laos,Asia/Oceanía,https://tmssl.akamaized.net/images/flagge/medium/91.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/91
16,Bangladesch,Asia/Oceanía,https://tmssl.akamaized.net/images/flagge/medium/16.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/16
165,Tadschikistan,Asia/Oceanía,https://tmssl.akamaized.net/images/flagge/medium/165.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/165
119,Nepal,Asia/Oceanía,https://tmssl.akamaized.net/images/flagge/medium/119.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/119
2,Egipto,África,https://tmssl.akamaized.net/images/flagge/medium/2.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/2
4,Argelia,África,https://tmssl.akamaized.net/images/flagge/medium/4.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/4
54,Ghana,África,https://tmssl.akamaized.net/images/flagge/medium/54.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/54
124,Nigeria,África,https://tmssl.akamaized.net/images/flagge/medium/124.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/124
115,Mosambik,África,https://tmssl.akamaized.net/images/flagge/medium/115.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/115
9,Argentina,América,https://tmssl.akamaized.net/images/flagge/medium/9.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/9
133,Perú,América,https://tmssl.akamaized.net/images/flagge/medium/133.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/133
110,México,América,https://tmssl.akamaized.net/images/flagge/medium/110.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/110
184,E.E.U.U.,América,https://tmssl.akamaized.net/images/flagge/medium/184.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/184
80,Canadá,América,https://tmssl.akamaized.net/images/flagge/medium/80.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/80
182,Venezuela,América,https://tmssl.akamaized.net/images/flagge/medium/182.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/182
23,Bolivien,América,https://tmssl.akamaized.net/images/flagge/medium/23.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/23
66,Honduras,América,https://tmssl.akamaized.net/images/flagge/medium/66.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/66
172,República Checa,Europa,https://tmssl.akamaized.net/images/flagge/medium/172.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/172
135,Polonia,Europa,https://tmssl.akamaized.net/images/flagge/medium/135.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/135
157,España,Europa,https://tmssl.akamaized.net/images/flagge/medium/157.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/157
177,Ucrania,Europa,https://tmssl.akamaized.net/images/flagge/medium/177.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/177
189,Inglaterra,Europa,https://tmssl.akamaized.net/images/flagge/medium/189.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/189
73,Islandia,Europa,https://tmssl.akamaized.net/images/flagge/medium/73.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/73
98,Lituania,Europa,https://tmssl.akamaized.net/images/flagge/medium/98.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/98
191,Gales,Europa,https://tmssl.akamaized.net/images/flagge/medium/191.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/191
100,Macedonia,Europa,https://tmssl.akamaized.net/images/flagge/medium/100.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/100
144,San Marino,Europa,https://tmssl.akamaized.net/images/flagge/medium/144.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/144
5,Andorra,Europa,https://tmssl.akamaized.net/images/flagge/medium/5.png?lm=1520611569,/wettbewerbe/national/wettbewerbe/5
